addr,lat,lng
강원특별자치도 강릉시 성산면 소목길 203-10,37.753573,128.847374
강원특별자치도 강릉시 성산면 솔밭길 16,37.734588,128.851009
강원특별자치도 강릉시 성산면 송두길 223-13,37.776974,128.840950
강원특별자치도 강릉시 성산면 영동고속도로 231,37.759651,128.805019
강원특별자치도 강릉시 성산면 영동고속도로 232,37.757332,128.806609
강원특별자치도 강릉시 성산면 위촌길 71,37.759024,128.858052
강원특별자치도 강릉시 성산면 위촌길 71 1층,37.759024,128.858052
강원특별자치도 강릉시 성산면 칠봉로 15-7,37.714998,128.832360
강원특별자치도 강릉시 성산면 칠봉로 16,37.714593,128.831299
강원특별자치도 강릉시 성산면 칠봉로 26-45,37.711377,128.830392
강원특별자치도 강릉시 성안길 47-3,37.859327,128.831735
강원특별자치도 강릉시 소돌길 40,37.904104,128.827628
강원특별자치도 강릉시 솔올로 103 (교동),37.771055,128.878921
강원특별자치도 강릉시 솔올로 17 (교동),37.763513,128.877465
강원특별자치도 강릉시 솔올로 43 1층,37.765927,128.877913
강원특별자치도 강릉시 솔올로 54,37.766596,128.878679
강원특별자치도 강릉시 솔올로 63 1층,37.767539,128.878509
강원특별자치도 강릉시 솔올로 65,37.767889,128.878596
"강원특별자치도 강릉시 솔올로 65, 2층 (교동)",37.767889,128.878596
강원특별자치도 강릉시 솔올로 67 (교동),37.768134,128.878645
강원특별자치도 강릉시 솔올로 67 2층,37.768134,128.878645
강원특별자치도 강릉시 솔올로 75,37.768598,128.878763
강원특별자치도 강릉시 솔올로5번길 40-1 (교동),37.763787,128.875943
강원특별자치도 강릉시 솔올로5번길 47,37.764056,128.876634
강원특별자치도 강릉시 솔올로5번길 49 (교동),37.763963,128.876948
강원특별자치도 강릉시 솔올로5번길 51,37.764168,128.876973
강원특별자치도 강릉시 솔올로5번길 51 (교동),37.764168,128.876973
강원특별자치도 강릉시 솔올로5번길 7,37.762555,128.876616
강원특별자치도 강릉시 솔올로5번길 7 (교동),37.762555,128.876616
강원특별자치도 강릉시 송정길2번길 13 (송정동),37.776146,128.931083
강원특별자치도 강릉시 수리골길 141,37.781426,128.893216
강원특별자치도 강릉시 시영길 21-6 (노암동),37.748910,128.902224
강원특별자치도 강릉시 신리천로 19,37.885369,128.828468
강원특별자치도 강릉시 신리천로 21,37.885312,128.828405
강원특별자치도 강릉시 연곡면 남평길 17,37.855757,128.843275
강원특별자치도 강릉시 연곡면 성안길 49,37.859095,128.831417
강원특별자치도 강릉시 연곡면 소금강길 469,37.815340,128.706693
강원특별자치도 강릉시 연곡면 영진3길 4,37.870920,128.839111
강원특별자치도 강릉시 연곡면 영진길 33,37.871276,128.839944
강원특별자치도 강릉시 연곡면 영진길 5,37.871098,128.836251
강원특별자치도 강릉시 연곡면 영진길 85,37.869048,128.844913
강원특별자치도 강릉시 연곡면 왕제골길 28-4,37.860380,128.836940
강원특별자치도 강릉시 연곡면 진고개로 2679,37.858543,128.831865
강원특별자치도 강릉시 연곡면 진고개로 2717-1,37.859369,128.836357
강원특별자치도 강릉시 연곡면 진고개로 2719,37.859364,128.836495
강원특별자치도 강릉시 연곡면 진고개로 2726-6,37.858989,128.837001
강원특별자치도 강릉시 연곡면 진고개로 781-1,37.826972,128.638233
강원특별자치도 강릉시 연곡면 진고개로2717-1,37.859369,128.836357
강원특별자치도 강릉시 연곡면 초시길 33-1,37.852942,128.839175
강원특별자치도 강릉시 연곡면 해안로 1370,37.863591,128.846640
강원특별자치도 강릉시 연곡면 해안로 1425,37.867790,128.847565
강원특별자치도 강릉시 연곡면 해안로 1427,37.867976,128.847462
강원특별자치도 강릉시 연곡면 해안로 1429,37.868004,128.847342
강원특별자치도 강릉시 연곡면 해안로 1437,37.868183,128.846522
강원특별자치도 강릉시 연곡면 홍질목길 55-11,37.864608,128.842449
강원특별자치도 강릉시 연곡면 홍질목길 55-11 (영진리),37.864608,128.842449
강원특별자치도 강릉시 연당길 108,37.786716,128.912973
강원특별자치도 강릉시 연당길 112 1층,37.787069,128.912629
강원특별자치도 강릉시 연주로 438,37.891232,128.824687
강원특별자치도 강릉시 연화봉길 13(노암동),37.749168,128.899728
강원특별자치도 강릉시 염전길 147,37.741021,128.983829
강원특별자치도 강릉시 옥가로 20,37.757999,128.899474
강원특별자치도 강릉시 옥가로19번길 6 (옥천동),37.758374,128.898495
강원특별자치도 강릉시 옥가로50번길 26,37.759469,128.902224
강원특별자치도 강릉시 옥가로58번길 18-2 (옥천동),37.760985,128.901744
강원특별자치도 강릉시 옥가로7번길 14 (옥천동),37.758251,128.897782
강원특별자치도 강릉시 옥계면 금진항길 3,37.652140,129.048603
강원특별자치도 강릉시 옥계면 동해고속도로 320,37.616326,129.060065
강원특별자치도 강릉시 옥계면 헌화로 437-4,37.652839,129.049396
강원특별자치도 강릉시 옥계면 헌화로 441,37.652650,129.050068
강원특별자치도 강릉시 옥계면 헌화로 467,37.653335,129.052925
강원특별자치도 강릉시 옥계면 현내시장길 62-2,37.610149,129.035950
강원특별자치도 강릉시 옥천로 47,37.759316,128.900529
강원특별자치도 강릉시 옥천로 47 (옥천동),37.759316,128.900529
강원특별자치도 강릉시 옥천로 48 (옥천동),37.759853,128.900602
강원특별자치도 강릉시 옥천로 48 동부시장,37.759853,128.900602
강원특별자치도 강릉시 옥천로 48 동부시장 1층 105호,37.759853,128.900602
강원특별자치도 강릉시 옥천로61번길 8-1 (옥천동),37.759132,128.898686
강원특별자치도 강릉시 용지각길 27(포남동),37.761982,128.906140
강원특별자치도 강릉시 용지각길 8 (포남동),37.760555,128.904786
강원특별자치도 강릉시 용지각길8번길 1 (포남동),37.760675,128.904974
강원특별자치도 강릉시 용지로 121 (옥천동),37.759906,128.903778
강원특별자치도 강릉시 용지로 174-6 (교동),37.763857,128.900255
강원특별자치도 강릉시 용지로 176,37.764520,128.899617
강원특별자치도 강릉시 운정길 141,37.786706,128.892756
강원특별자치도 강릉시 원대로 105 (교동),37.764331,128.881620
강원특별자치도 강릉시 원대로 149,37.767885,128.882438
강원특별자치도 강릉시 원대로 149 (교동),37.767885,128.882438
강원특별자치도 강릉시 원대로 183,37.770680,128.881813
강원특별자치도 강릉시 원대로 185 (교동),37.770808,128.881724
강원특별자치도 강릉시 원대로 29(교동),37.757340,128.881489
강원특별자치도 강릉시 월대산로 152 (입암동),37.759507,128.926755
강원특별자치도 강릉시 월대산로 60,37.759859,128.916996
강원특별자치도 강릉시 월대산로 60 (입암동),37.759859,128.916996
강원특별자치도 강릉시 월대산로 64 (입암동),37.759827,128.917442
강원특별자치도 강릉시 월대산로 68,37.759830,128.917912
강원특별자치도 강릉시 월대산로 68 1층,37.759830,128.917912
강원특별자치도 강릉시 월대산로 71 (입암동),37.760147,128.918417
강원특별자치도 강릉시 월대산로 85-8 (입암동),37.760277,128.919674
강원특별자치도 강릉시 위촌길 29 (홍제동),37.758196,128.862524
강원특별자치도 강릉시 율곡로 2755(노암동),37.752434,128.904657
강원특별자치도 강릉시 율곡로 2798(성남동),37.754717,128.901009
강원특별자치도 강릉시 율곡로 2934 (교동),37.764549,128.891962
강원특별자치도 강릉시 율곡로 2959-1 (교동),37.766676,128.890819
"강원특별자치도 강릉시 율곡로 3020 (교동), 근로자복지회관 1층",37.771859,128.891160
강원특별자치도 강릉시 율곡로2692번길 56(입암동),37.751938,128.911679
강원특별자치도 강릉시 율곡로2968번길 25(교동),37.768824,128.893555
강원특별자치도 강릉시 율곡초교길11번길 11 (교동),37.767351,128.879674
강원특별자치도 강릉시 율곡초교길11번길 15,37.767062,128.879608
강원특별자치도 강릉시 율곡초교길11번길 15 (교동),37.767062,128.879608
강원특별자치도 강릉시 율곡초교길11번길 19,37.766777,128.879531
강원특별자치도 강릉시 율곡초교길11번길 19 (교동),37.766777,128.879531
강원특별자치도 강릉시 율곡초교길11번길 21,37.766644,128.879498
강원특별자치도 강릉시 율곡초교길11번길 30,37.765966,128.879037
강원특별자치도 강릉시 율곡초교길11번길 32 1층,37.765743,128.878985
강원특별자치도 강릉시 율곡초교길39번길 14,37.765274,128.880031
강원특별자치도 강릉시 율곡초교길39번길 20,37.765183,128.880571
강원특별자치도 강릉시 율곡초교길39번길 23,37.765348,128.881170
강원특별자치도 강릉시 율곡초교길39번길 25,37.765339,128.881312
강원특별자치도 강릉시 율곡초교길39번길 8-1,37.765375,128.879360
강원특별자치도 강릉시 율곡초교길43번길 12,37.764918,128.879761
강원특별자치도 강릉시 율곡초교길43번길 13-1 (교동),37.765128,128.879969
강원특별자치도 강릉시 율곡초교길43번길 25,37.764917,128.881262
강원특별자치도 강릉시 율곡초교길47번길 11,37.764803,128.879604
강원특별자치도 강릉시 율곡초교길47번길 13,37.764752,128.879718
강원특별자치도 강릉시 율곡초교길47번길 17-1,37.764681,128.880131
강원특별자치도 강릉시 율곡초교길47번길 23 102호,37.764575,128.880893
강원특별자치도 강릉시 율곡초교길47번길 3 1층,37.764905,128.878818
강원특별자치도 강릉시 임영로 10 (노암동),37.743347,128.896563
강원특별자치도 강릉시 임영로 115 (성내동),37.751898,128.893490
강원특별자치도 강릉시 임영로 13 (노암동),37.743409,128.895808
강원특별자치도 강릉시 임영로 162,37.755663,128.891814
강원특별자치도 강릉시 임영로 189,37.758182,128.891568
강원특별자치도 강릉시 임영로 3 (노암동),37.742766,128.895896
강원특별자치도 강릉시 임영로 45-1 (노암동),37.746548,128.896663
강원특별자치도 강릉시 임영로 54-1 (노암동),37.747277,128.897093
강원특별자치도 강릉시 임영로 99-6,37.750582,128.894950
강원특별자치도 강릉시 임영로116번길 2 1층,37.751882,128.894197
강원특별자치도 강릉시 임영로116번길 3-1,37.752183,128.894295
강원특별자치도 강릉시 임영로116번길 4,37.751943,128.894305
강원특별자치도 강릉시 임영로116번길 4 (성내동),37.751943,128.894305
강원특별자치도 강릉시 임영로116번안길 12,37.753114,128.894144
강원특별자치도 강릉시 임영로163번길 5,37.755734,128.891176
강원특별자치도 강릉시 임영로164번길 3 (임당동),37.756065,128.892118
강원특별자치도 강릉시 임영로180번길 16,37.756963,128.893374
강원특별자치도 강릉시 임영로182번길 7-1,37.757478,128.892668
강원특별자치도 강릉시 임영로25번길 35 1층,37.744581,128.893185
강원특별자치도 강릉시 입암로 153,37.759500,128.917985
강원특별자치도 강릉시 입암로 157,37.759740,128.918370
강원특별자치도 강릉시 입암로 157 (입암동),37.759740,128.918370
"강원특별자치도 강릉시 입암로 157, 1층 (입암동)",37.759740,128.918370
강원특별자치도 강릉시 입암로 57,37.752317,128.912972
강원특별자치도 강릉시 입암로148번길 22,37.757266,128.918401
강원특별자치도 강릉시 입암로148번길 22 (입암동),37.757266,128.918401
강원특별자치도 강릉시 저동골길 10,37.796819,128.895727
강원특별자치도 강릉시 저동골길 10 (저동),37.796819,128.895727
강원특별자치도 강릉시 저동골길 5 (저동),37.796470,128.896213
강원특별자치도 강릉시 저동길 165,37.795976,128.895918
"강원특별자치도 강릉시 저동길 165, 1층 (저동)",37.795976,128.895918
강원특별자치도 강릉시 정동3길 46,37.686092,129.035890
강원특별자치도 강릉시 정동등명길 23,37.703902,129.016125
강원특별자치도 강릉시 정원로 73-10,37.761930,128.873071
강원특별자치도 강릉시 정원로 73-2 (교동),37.762527,128.873185
강원특별자치도 강릉시 정원로 73-4 (교동),37.762380,128.873245
강원특별자치도 강릉시 정원로 74-23,37.764593,128.874102
강원특별자치도 강릉시 정원로 74-23 (교동),37.764593,128.874102
강원특별자치도 강릉시 정원로 75,37.762593,128.873333
강원특별자치도 강릉시 정원로 77-7,37.762195,128.872985
강원특별자치도 강릉시 정원로 78,37.762915,128.872951
강원특별자치도 강릉시 정원로 78-22,37.764613,128.873929
강원특별자치도 강릉시 정원로 78-22 (교동),37.764613,128.873929
강원특별자치도 강릉시 정원로 81 (교동),37.762761,128.872714
"강원특별자치도 강릉시 정원로 81, 1층",37.762761,128.872714
